Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2024-08-01,OHM-USD,12.599149703979492,12.599149703979492,12.308777809143066,12.308777809143066,12.308777809143066,359
2024-08-02,OHM-USD,12.308777809143066,12.721540451049805,12.308777809143066,12.39332389831543,12.39332389831543,372
2024-08-03,OHM-USD,12.39332389831543,12.446540832519531,12.39332389831543,12.446540832519531,12.446540832519531,196
2024-08-04,OHM-USD,12.446540832519531,12.56318187713623,12.097097396850586,12.56318187713623,12.56318187713623,448
2024-08-05,OHM-USD,12.56318187713623,13.605982780456543,12.056221961975098,13.121500968933105,13.121500968933105,3610
2024-08-06,OHM-USD,13.121500968933105,13.121500968933105,12.785622596740723,12.785622596740723,12.785622596740723,1893
2024-08-07,OHM-USD,12.785622596740723,12.990130424499512,12.574865341186523,12.80918025970459,12.80918025970459,435
2024-08-08,OHM-USD,12.80918025970459,13.47456169128418,12.80918025970459,13.47456169128418,13.47456169128418,559
2024-08-09,OHM-USD,13.47456169128418,13.47456169128418,13.172208786010742,13.172208786010742,13.172208786010742,244
2024-08-10,OHM-USD,13.172208786010742,13.403020858764648,13.172208786010742,13.403020858764648,13.403020858764648,13
2024-08-11,OHM-USD,13.403020858764648,13.612150192260742,13.373468399047852,13.373468399047852,13.373468399047852,263
2024-08-12,OHM-USD,13.373468399047852,13.648419380187988,13.373468399047852,13.648419380187988,13.648419380187988,248
2024-08-13,OHM-USD,13.648419380187988,13.878558158874512,13.26274585723877,13.588068962097168,13.588068962097168,1588
2024-08-14,OHM-USD,13.588068962097168,14.444555282592773,13.588068962097168,13.994563102722168,13.994563102722168,874
2024-08-15,OHM-USD,13.994563102722168,14.103952407836914,13.994563102722168,14.103952407836914,14.103952407836914,32
2024-08-16,OHM-USD,14.103952407836914,14.103952407836914,13.683815956115723,13.974653244018555,13.974653244018555,203
2024-08-17,OHM-USD,13.974653244018555,13.974653244018555,13.974653244018555,13.974653244018555,13.974653244018555,0
2024-08-18,OHM-USD,13.974653244018555,13.974653244018555,13.772134780883789,13.772134780883789,13.772134780883789,240
2024-08-19,OHM-USD,13.772134780883789,13.88383674621582,13.768199920654297,13.840980529785156,13.840980529785156,216
2024-08-20,OHM-USD,13.840980529785156,14.0806303024292,13.840980529785156,13.851551055908203,13.851551055908203,301
2024-08-21,OHM-USD,13.851551055908203,14.163016319274902,13.851551055908203,14.163016319274902,14.163016319274902,61
2024-08-22,OHM-USD,14.163016319274902,14.163016319274902,14.163016319274902,14.163016319274902,14.163016319274902,0
2024-08-23,OHM-USD,14.163016319274902,14.646120071411133,14.117369651794434,14.646120071411133,14.646120071411133,290
2024-08-24,OHM-USD,14.646120071411133,14.646653175354004,14.420097351074219,14.420097351074219,14.420097351074219,249
2024-08-25,OHM-USD,14.420097351074219,14.570174217224121,14.420097351074219,14.567947387695312,14.567947387695312,22
2024-08-26,OHM-USD,14.567947387695312,14.567947387695312,14.474154472351074,14.510824203491211,14.510824203491211,182
2024-08-27,OHM-USD,14.510824203491211,14.510824203491211,13.989479064941406,13.989479064941406,13.989479064941406,463
2024-08-28,OHM-USD,13.989479064941406,14.571183204650879,13.947429656982422,14.42055606842041,14.42055606842041,253
2024-08-29,OHM-USD,14.42055606842041,14.542769432067871,14.42055606842041,14.542769432067871,14.542769432067871,7
2024-08-30,OHM-USD,14.542769432067871,14.542769432067871,14.182223320007324,14.528512001037598,14.528512001037598,219
2024-08-31,OHM-USD,14.528512001037598,14.528512001037598,14.324362754821777,14.324362754821777,14.324362754821777,42
2024-09-01,OHM-USD,14.324362754821777,14.324362754821777,14.045340538024902,14.045340538024902,14.045340538024902,100
2024-09-02,OHM-USD,14.045340538024902,14.548620223999023,14.045340538024902,14.422979354858398,14.422979354858398,200
2024-09-03,OHM-USD,14.422979354858398,14.422979354858398,14.186690330505371,14.186690330505371,14.186690330505371,200
2024-09-04,OHM-USD,14.186690330505371,14.265304565429688,14.057847023010254,14.265304565429688,14.265304565429688,136
2024-09-05,OHM-USD,14.265304565429688,14.265304565429688,14.237653732299805,14.237653732299805,14.237653732299805,71
2024-09-06,OHM-USD,14.237653732299805,14.237653732299805,13.759218215942383,13.803712844848633,13.803712844848633,177
2024-09-07,OHM-USD,13.803712844848633,13.803712844848633,13.803712844848633,13.803712844848633,13.803712844848633,0
2024-09-08,OHM-USD,13.803712844848633,14.393864631652832,13.803712844848633,14.393864631652832,14.393864631652832,114
2024-09-09,OHM-USD,14.393864631652832,14.578696250915527,14.393864631652832,14.578696250915527,14.578696250915527,55
2024-09-10,OHM-USD,14.578696250915527,14.578696250915527,14.578696250915527,14.578696250915527,14.578696250915527,0
2024-09-11,OHM-USD,14.578696250915527,15.406111717224121,14.578696250915527,15.330206871032715,15.330206871032715,481
2024-09-12,OHM-USD,15.330206871032715,15.330206871032715,14.714995384216309,14.714995384216309,14.714995384216309,235
