Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2024-08-01,MSOL-USD,207.45469665527344,208.36936950683594,190.48338317871094,202.30677795410156,202.30677795410156,15588328
2024-08-02,MSOL-USD,202.28636169433594,204.03713989257812,180.9767303466797,184.0211639404297,184.0211639404297,14396950
2024-08-03,MSOL-USD,184.0236053466797,185.48065185546875,169.14393615722656,172.6814422607422,172.6814422607422,17169969
2024-08-04,MSOL-USD,172.6784210205078,175.99827575683594,158.84498596191406,166.6955108642578,166.6955108642578,14634396
2024-08-05,MSOL-USD,166.7386932373047,167.58787536621094,132.87539672851562,156.64976501464844,156.64976501464844,58177985
2024-08-06,MSOL-USD,156.66140747070312,179.9479217529297,156.5235137939453,173.60325622558594,173.60325622558594,25701796
2024-08-07,MSOL-USD,173.6199951171875,186.8151092529297,172.186767578125,174.5150909423828,174.5150909423828,26571070
2024-08-08,MSOL-USD,174.25852966308594,196.81942749023438,171.0598907470703,196.7119903564453,196.7119903564453,11652102
2024-08-09,MSOL-USD,196.71156311035156,197.3178253173828,182.3338165283203,188.58888244628906,188.58888244628906,16807447
2024-08-10,MSOL-USD,188.58888244628906,191.38775634765625,184.75820922851562,185.87396240234375,185.87396240234375,8079822
2024-08-11,MSOL-USD,185.95571899414062,190.78892517089844,170.74404907226562,171.07754516601562,171.07754516601562,16339816
2024-08-12,MSOL-USD,171.0775604248047,182.203125,170.83187866210938,177.2769317626953,177.2769317626953,9167182
2024-08-13,MSOL-USD,177.2769317626953,180.99472045898438,173.1948699951172,177.424072265625,177.424072265625,12408436
2024-08-14,MSOL-USD,177.42062377929688,183.71949768066406,172.5661163330078,174.113525390625,174.113525390625,7624720
2024-08-15,MSOL-USD,174.11351013183594,178.17779541015625,167.02183532714844,172.66238403320312,172.66238403320312,26105044
2024-08-16,MSOL-USD,172.661865234375,175.2273406982422,165.02203369140625,168.4086456298828,168.4086456298828,10507121
2024-08-17,MSOL-USD,168.40151977539062,171.75245666503906,166.68699645996094,171.50619506835938,171.50619506835938,10745930
2024-08-18,MSOL-USD,171.50746154785156,177.8472137451172,170.36453247070312,172.5445098876953,172.5445098876953,15601995
2024-08-19,MSOL-USD,172.5447540283203,176.0089874267578,170.36358642578125,173.480712890625,173.480712890625,13600703
2024-08-20,MSOL-USD,174.8145751953125,179.92543029785156,170.96170043945312,173.37091064453125,173.37091064453125,13403437
2024-08-21,MSOL-USD,172.26486206054688,174.70542907714844,168.47555541992188,172.8064727783203,172.8064727783203,6539632
2024-08-22,MSOL-USD,172.785400390625,175.4539794921875,170.59991455078125,173.5669708251953,173.5669708251953,10101065
2024-08-23,MSOL-USD,173.5669708251953,186.3586883544922,173.16539001464844,185.37332153320312,185.37332153320312,11112330
2024-08-24,MSOL-USD,185.37464904785156,196.58860778808594,184.4083709716797,194.72691345214844,194.72691345214844,12511778
2024-08-25,MSOL-USD,194.72691345214844,196.34341430664062,188.4166259765625,192.48638916015625,192.48638916015625,7909142
2024-08-26,MSOL-USD,192.6225128173828,196.3355255126953,189.12646484375,190.6741485595703,190.6741485595703,10723105
2024-08-27,MSOL-USD,190.6741485595703,193.3347625732422,176.3107452392578,178.0724334716797,178.0724334716797,11841845
2024-08-28,MSOL-USD,178.07704162597656,179.9447479248047,170.8561248779297,174.5194549560547,174.5194549560547,13931339
2024-08-29,MSOL-USD,174.51992797851562,178.41807556152344,167.6501007080078,169.6612091064453,169.6612091064453,11736360
2024-08-30,MSOL-USD,169.6695098876953,171.12094116210938,159.9909210205078,167.5095977783203,167.5095977783203,11433110
2024-08-31,MSOL-USD,167.49398803710938,168.49867248535156,163.33963012695312,164.12831115722656,164.12831115722656,10505601
2024-09-01,MSOL-USD,164.09237670898438,164.868896484375,155.7842559814453,156.35897827148438,156.35897827148438,10543585
2024-09-02,MSOL-USD,156.17437744140625,164.1776580810547,154.4763946533203,163.72840881347656,163.72840881347656,11649889
2024-09-03,MSOL-USD,163.7220916748047,166.32815551757812,154.75015258789062,154.88735961914062,154.88735961914062,12744117
2024-09-04,MSOL-USD,154.69845581054688,163.74330139160156,149.5836944580078,162.19052124023438,162.19052124023438,11654173
2024-09-05,MSOL-USD,162.19195556640625,163.9627685546875,155.58682250976562,157.06297302246094,157.06297302246094,12630618
2024-09-06,MSOL-USD,157.07749938964844,162.93362426757812,146.86524963378906,151.78594970703125,151.78594970703125,10931523
2024-09-07,MSOL-USD,151.78594970703125,156.91900634765625,150.86305236816406,155.09950256347656,155.09950256347656,7518796
