Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2024-08-01,BUSD-USD,0.9996730089187622,1.000488042831421,0.9993199706077576,0.9999610185623169,0.9999610185623169,14006624
2024-08-02,BUSD-USD,0.9999610185623169,1.0004819631576538,0.9989020228385925,0.9991210103034973,0.9991210103034973,10383299
2024-08-03,BUSD-USD,0.9991229772567749,1.000614047050476,0.9985020160675049,1.0002299547195435,1.0002299547195435,8882954
2024-08-04,BUSD-USD,1.000229001045227,1.0007569789886475,0.9991859793663025,0.9997869729995728,0.9997869729995728,9851627
2024-08-05,BUSD-USD,0.9997869729995728,1.0017720460891724,0.998354971408844,1.000309944152832,1.000309944152832,34231325
2024-08-06,BUSD-USD,1.000309944152832,1.0019760131835938,1.0001100301742554,1.000586986541748,1.000586986541748,9483067
2024-08-07,BUSD-USD,1.000586986541748,1.0015909671783447,0.9997149705886841,1.0003830194473267,1.0003830194473267,9181621
2024-08-08,BUSD-USD,1.0003759860992432,1.0016510486602783,0.9999079704284668,1.0009069442749023,1.0009069442749023,7608749
2024-08-09,BUSD-USD,1.000905990600586,1.0014339685440063,1.0001640319824219,1.0008150339126587,1.0008150339126587,6337677
2024-08-10,BUSD-USD,1.0008150339126587,1.001397967338562,1.0006380081176758,1.000728964805603,1.000728964805603,4705532
2024-08-11,BUSD-USD,1.000730037689209,1.0013459920883179,1.0000499486923218,1.0004440546035767,1.0004440546035767,7001853
2024-08-12,BUSD-USD,1.0004440546035767,1.0018880367279053,1.0000289678573608,1.0010440349578857,1.0010440349578857,7258042
2024-08-13,BUSD-USD,1.0010440349578857,1.0016230344772339,1.0004429817199707,1.0009390115737915,1.0009390115737915,5873359
2024-08-14,BUSD-USD,1.0009390115737915,1.001512050628662,1.0003340244293213,1.0010030269622803,1.0010030269622803,4672663
2024-08-15,BUSD-USD,1.0010030269622803,1.00239098072052,1.0002119541168213,1.0017260313034058,1.0017260313034058,13622564
2024-08-16,BUSD-USD,1.0017260313034058,1.00176203250885,1.0003600120544434,1.0010639429092407,1.0010639429092407,9043822
2024-08-17,BUSD-USD,1.0010639429092407,1.0015000104904175,1.0007660388946533,1.0008209943771362,1.0008209943771362,6154163
2024-08-18,BUSD-USD,1.0008209943771362,1.0010650157928467,1.0002449750900269,1.0004359483718872,1.0004359483718872,31001903
2024-08-19,BUSD-USD,1.0004359483718872,1.0016160011291504,1.0001699924468994,1.001181960105896,1.001181960105896,8657281
2024-08-20,BUSD-USD,1.001155972480774,1.001507043838501,1.0006599426269531,1.0009989738464355,1.0009989738464355,7370490
2024-08-21,BUSD-USD,1.0007469654083252,1.0018819570541382,1.0000859498977661,1.0006890296936035,1.0006890296936035,20148836
2024-08-22,BUSD-USD,1.0006910562515259,1.0017119646072388,1.0002520084381104,1.0008569955825806,1.0008569955825806,11729083
2024-08-23,BUSD-USD,1.0008569955825806,1.0029070377349854,1.0006639957427979,1.0020420551300049,1.0020420551300049,7851114
2024-08-24,BUSD-USD,1.0020420551300049,1.0023479461669922,1.001142978668213,1.0016330480575562,1.0016330480575562,8882514
2024-08-25,BUSD-USD,1.0016330480575562,1.0019559860229492,1.001062035560608,1.0012329816818237,1.0012329816818237,7045994
